code,generic_name,brand_name,dosage_form
11673-509,Psyllium Husk,Target Fiber Laxative,CAPSULE
11673-512,Docusate Sodium,Stool Softener Laxative,"CAPSULE, LIQUID FILLED"
11673-530,"Acetaminophen, Diphenhydramine HCl, Guaifenesin, Phenylephrine HCl",Daytime Nighttime Sinus Relief,KIT
11673-539,Guaifenesin,Guaifenesin,TABLET
11673-542,"Acetaminophen, Dextromethorphan HBr, Diphenhydramine HCl, Phenylephrine HCl",daytime severe cold and cough and nighttime severe cold and cough,KIT
11673-547,calcium carbonate,Target Berry Lime HBG Chews,"TABLET, CHEWABLE"
11673-548,Simethicone,Target Gas Relief Chews Mixed Berry and Strawberry,"TABLET, CHEWABLE"
11673-549,Target Berry Blast Antacid HBG Chew,Simethicone,"TABLET, CHEWABLE"
11673-550,SIMETHICONE,Gas Relief Extra Strength,"CAPSULE, LIQUID FILLED"
11673-568,Calcium Carbonate,Extra Strength Antacid Smooth dissolving - Berry Fusion Flavors,"TABLET, CHEWABLE"
11673-569,diclofenac sodium,up and up arthritis pain reliever,GEL
11673-591,"Acetaminophen, Guaifenesin and Acetaminophen, Dextromethorphan HBr, Triprolidine HCl",Daytime Nighttime,KIT
11673-593,ibuprofen,Up and Up Childrens Ibuprofen,"TABLET, CHEWABLE"
11673-604,Ibuprofen,up and up ibuprofen,"TABLET, FILM COATED"
11673-605,ALCOHOL,RASPBERRY SCENTED HAND SANITIZER,GEL
11673-606,ALCOHOL,ROSE SCENTED HAND SANITIZER,GEL
11673-607,ALCOHOL,WATERMELON MANGO SCENTED HAND SANITIZER,GEL
11673-610,Simethicone,up and up extra strength gas relief chewables Extra Strength,"TABLET, CHEWABLE"
11673-612,Loratadine,up and up allergy relief,TABLET
11673-614,Witch Hazel,medicated pads,PATCH
11673-620,Calcium polycarbophil,up and up fiber therapy,TABLET
11673-621,Fexofenadine hydrochloride,Non-Drowsy Allergy Relief,TABLET
11673-624,Antacid Tablets,up and up extra strength smooth dissolving antacid Assorted Fruit,"TABLET, CHEWABLE"
11673-625,Antacid Tablets,up and up extra strength smooth dissolving antacid Assorted berry,"TABLET, CHEWABLE"
11673-627,"Dextromethorphan HBr, Guaifenesin",up and up cough plus chest congestion,SOLUTION
11673-643,Pyrithione zinc,2 in 1 Dandruff,SHAMPOO
11673-646,"loperamide hydrochloride, simethicone",up and up anti diarrheal anti gas,TABLET
11673-650,Cetirizine HCl,Cetirizine HCl,CAPSULE
11673-651,Naproxen Sodium,Naproxen Sodium,"CAPSULE, LIQUID FILLED"
11673-659,Calcium Carbonate,Extra Strength Antacid Smooth Dissolving - Assorted Fruit,"TABLET, CHEWABLE"
11673-660,Ibuprofen,up and up childrens ibuprofen,SUSPENSION
11673-664,"Eucalyptol, menthol, methyl salicylate, thymol",Antispetic,MOUTHWASH
11673-667,"Camphor, Eucalyptus oil, Menthol",cough suppressant and topical analgesic,OINTMENT
11673-668,Psyllium Husk,up and up fiber therapy Natural Fiber,POWDER
11673-669,Psyllium Husk,up and up fiber therapy,POWDER
11673-673,Acetaminophen,Arthritis Pain Acetaminophen,TABLET
11673-674,Acetaminophen,Acetaminophen gelcaps,TABLET
11673-678,DOCUSATE SODIUM,Stool Softener Laxative,"CAPSULE, LIQUID FILLED"
11673-681,First Aid Antiseptic Foam,Benzalkonium chloride,"AEROSOL, FOAM"
11673-683,Ibuprofen Mini 200 mg,Ibuprofen Mini,"CAPSULE, LIQUID FILLED"
11673-685,Ibuprofen,up and up ibuprofen,SUSPENSION
11673-686,"Acetaminophen, Aspirin, Caffeine",Headache Relief Extra Strength,TABLET
11673-687,"diphenhydramine hydrochloride, naproxen sodium",up and up naproxen sodium pm,"TABLET, FILM COATED"
11673-688,Olopatadine Hydrochloride Ophthalmic,Olopatadine Hydrochloride Ophthalmic Solution,SOLUTION
11673-689,Olopatadine Hydrochloride Ophthalmic Solution,Olopatadine Hydrochloride Ophthalmic Solution,SOLUTION/ DROPS
11673-691,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl and Triprolidine HCl",Target Maximum Strength Cold Flu and Sore Throat Overnight Cold and Flu,KIT
11673-697,Famotidine,Maximum Strength Acid Reducer,TABLET
11673-698,"Acetaminophen, Dextromethorphan HBr, Triprolidine HCl",Target Overnight Cold and Flu,SOLUTION
11673-699,Antacid,extra strength Tropical Fruit,"TABLET, CHEWABLE"
11673-702,Aspirin,up and up chewable aspirin,"TABLET, CHEWABLE"
11673-703,Diphenhyramine Hydrochloride,Nighttime Sleep Aid,"CAPSULE, LIQUID FILLED"
11673-706,Bismuth subsalicylate,up and up digestive relief,SUSPENSION
11673-708,Magnesium Citrate,citroma,LIQUID
11673-715,Calcium Carbonate,up and up extra strength smooth dissolving antacid Assorted Fruit,"TABLET, CHEWABLE"
11673-716,"dextromethorphan hydrobromide, guaifenesin",up and up mucus relief dm,"TABLET, EXTENDED RELEASE"
11673-717,Triamcinolone acetonide,Up and Up Nasal Allergy,"SPRAY, METERED"
11673-721,Vitamin A and D Ointment,Target Vitamin A and D Diaper Rash,OINTMENT
11673-723,Bismuth Subsalicylate,5 Symptom Digestive Relief,"TABLET, CHEWABLE"
11673-724,Bismuth subsalicylate,Digestive Relief Regular Strength,LIQUID
11673-725,Advanced Scar Gel,Target Advanced Scar Gel,GEL
11673-728,Zinc Oxide Diaper Rash,Target Maximum Strength Zinc Oxide Diaper Rash,PASTE
11673-729,Petrolatum,Target Baby Healing,OINTMENT
11673-731,Guaifenesin,Mucus Relief Extended-Release,TABLET
11673-732,Guaifenesin,Mucus Relief Extended Release,TABLET
11673-738,"dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride",Up and Up maximum Strength fast mucus relief Severe Congestion and Cough,LIQUID
11673-739,"Daytime Severe - Acetaminophen, Dextromethorphan HBr, Guaifenesin and Nighttime Severe-Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate",Daytime Severe and Nighttime Severe cold and flu,KIT
11673-741,ibuprofen,Up and Up Childrens Ibuprofen,"TABLET, CHEWABLE"
11673-746,Triple Antibiotic,Triple Antibiotic and Pain Relief,OINTMENT
11673-748,Naproxen Sodium,Naproxen Sodium,"CAPSULE, LIQUID FILLED"
11673-750,Diphenhydramine HCl,Sleep Aid,LIQUID
11673-753,esomeprazole magnesium,Up and Up Esomeprazole Magnesium,"CAPSULE, DELAYED RELEASE"
11673-754,"Acetaminophen, Diphenhydramine HCl",Pain Reliever PM,"TABLET, COATED"
11673-755,Calcium carbonate,"Extra Strength Antacid Calcium Carbonate,750 mg","TABLET, CHEWABLE"
11673-757,"Daytime - Acetaminophen, Dextromethrophan HBr and Nighttime - Acetaminophen, Dextromethrophan HBr, Doxylamine succinate",Daytime Nighttime Ultra Concentrated Cold and Flu,KIT
11673-761,Carbamide Peroxide - 6.5%,Ear Wax Removal Drops Up and Up,SOLUTION/ DROPS
11673-764,Naproxen Sodium,Naproxen Sodium,TABLET
11673-765,"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine HCl",Daytime Cold and Flu,LIQUID
11673-767,Fexofenadine HCL,Fexofenadine HCL,TABLET
11673-768,ALCOHOL,Watermelon Wonder Hand Sanitizer,GEL
11673-769,Docosanol,Cold Sore Fever Blister Treatment,CREAM
11673-770,"neomycin sulfate, polymyxin b sulfate, and pramoxine hydrochloride",Antibiotic and Pain Relief,CREAM
11673-771,Carboxymethylcellulose Sodium,Up and Up Dry Eye Relief Lubricant Eye Drops,SOLUTION/ DROPS
11673-773,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",Target Maximum Strength Cold Flu and Sore Throat,SOLUTION
11673-775,"Dextromethorphan HBr, Guaifenesin",Target Cough plus Chest Congestion DM Max with Honey,SOLUTION
11673-776,Calcium Carbonate Peppermint,Ultra Strength Antacid,"TABLET, CHEWABLE"
11673-780,ALCOHOL,COCONUT MACAROON HAND SANITIZER,GEL
11673-781,ALCOHOL,PEPPERMINT TWIST HAND SANITIZER,GEL
11673-782,ALCOHOL,SPARKLING CRANBERRY HAND SANITIZER,GEL
11673-783,ALCOHOL,SUGARED LEMON HAND SANITIZER,GEL
11673-784,ALCOHOL,VANILLA SUGAR COOKIE HAND SANITIZER,GEL
11673-785,ALCOHOL,berries and cream hand sanitizer,GEL
11673-786,Calcium Carbonate Assorted berries,Ultra Strength Antacid,"TABLET, CHEWABLE"
11673-790,BACITRACIN ZINC,First Aid Antibiotic,OINTMENT
11673-791,"Daytime - Acetaminophen, Dextromethorphan HBr, Guaifenesin and Nighttime - Acetaminophen, Dextromethorphan HBr, Doxylamine succinate",Daytime and Nighttime Severe Honey Cold and Flu,KIT
11673-793,Carbamide peroxide,Ear Wax Removal Aid Drops,LIQUID
11673-794,"Daytime- Acetaminophen, Dextromethorphan HBr, Guaifenesin, Nighttime - Acetaminophen, Diphenhydramine HCI",Maximum Strength Daytime Severe and Nighttime Cold and Flu,KIT
11673-795,"Benzalkonium Chloride, Lidocaine HCl",Pain Relieving Cleansing,SPRAY
11673-804,Isopropyl Alcohol,Isopropyl Alcohol,LIQUID
11673-810,Isopropyl alcohol,70%,LIQUID
11673-813,Calciium carbonate,ultra strength antacid Peppermint Flavored,"TABLET, CHEWABLE"
11673-814,aluminum hydroxide and magnesium carbonate,Extra Strength Antacid,"TABLET, CHEWABLE"
11673-819,Naproxen Sodium and Diphenhydramine HCL,Naproxen Sodium and Diphenhydramine HCL,TABLET
11673-823,"Daytime - Acetaminophen, Dextromethrophan HBr, Phenylephrine HCl Nighttime - Acetaminophen, Dextromethrophan HBr, Doxylamine succinate",Daytime and Nighttime Cherry Cold and Flu,KIT
11673-824,"Daytime Severe - Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl, Nighttime Severe-Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate, Phenylephrine HCl",Daytime Severe and Nighttime Severe cold and flu,KIT
11673-825,Miconazole nitrate,up and up miconazole 7,CREAM
11673-826,Alcohol,Alcohol,LIQUID
11673-827,Simethicone,Maximum Strength Gas Relief,"CAPSULE, LIQUID FILLED"
11673-828,"Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate, Phenylephrine HCl",Nighttime severe cold and flu,LIQUID
11673-831,Mineral Oil,Mineral Oil,LIQUID
11673-832,Diphenhydramine HCl,Children Allergy Relief Bubblegum flavor,LIQUID
11673-838,acetaminophen,acetaminophen,"TABLET, COATED"
11673-839,ACETAMINOPHEN-CAFFEINE,TENSION HEADACHE RELIEF,"TABLET, COATED"
11673-840,Guaifenesin,Guaifenesin,TABLET
11673-843,"Acetaminophen, Dextromethrophan HBr, Phenylephrine HCl",Daytime Ultra Concentrated Cold and Flu,"CAPSULE, LIQUID FILLED"
11673-844,"acetaminophen, dextromethorphan hbr,guaifenesin,/ acetaminophen, dextromethorphan hbr, doxylamine succinate",Daytime Nighttime Severe Cold and Flu,KIT
11673-846,Docosanol,Cold Sore Fever Blister Treatment,CREAM
11673-847,levocetirizine dihydrochloride,levocetirizine dihydrochloride,"TABLET, COATED"
11673-848,"Daytime - Acetaminophen, Dextromethrophan HBr, Phenylephrine HCL and Nighttime - Acetaminophen, Dextromethrophan HBr, Doxylamine succinate",Daytime Nighttime Ultra Concentrated Cold and Flu,KIT
11673-853,DOCUSATE SODIUM,Stool Softener Laxative,"CAPSULE, LIQUID FILLED"
11673-860,ALCOHOL,black cherry champ hand sanitizer,GEL
11673-861,ALCOHOL,lavender life hand sanitizer,GEL
11673-862,ALCOHOL,lemon love hand sanitizer,GEL
11673-863,ALCOHOL,melon mango melt hand sanitizer,GEL
11673-864,ALCOHOL,sweet stardust hand sanitizer,GEL
11673-865,ALCOHOL,rose rush hand sanitizer,GEL
11673-867,ALCOHOL,blue raspberry radiance hand sanitizer,GEL
11673-868,ALCOHOL,gumdrop glitz hand sanitizer,GEL
11673-869,ALCOHOL,cranberry chill hand sanitizer,GEL
11673-870,ALCOHOL,sugar cookie cheer hand sanitizer,GEL
11673-871,HYDROGEN PEROXIDE,Hydrogen Peroxide,SOLUTION
11673-875,"bacitracin zinc, neomycin sulfate, polymyxin b sulfate, and pramoxine hydrochloride ointment",Multi-Action Antibiotic and Pain Relief,OINTMENT
11673-877,"acetaminophen, dextromethorphan hydrobromide, phenylephrine hydrochloride, diphenhydramine hydrochloride",Up and Up Daytime Multi Symptom Severe Cold Nighttime Severe Cold and Cough,KIT
11673-880,Bismuth subsalicylate,5-Symptom Digestive Relief,TABLET
11673-887,Menthol,Up and Up Cold and Hot Medicated,PATCH
11673-890,Hydrocortisone 1%,Maximum Strength Hydrocortisone Anti-itch,CREAM
11673-892,"bacitracin zinc, neomycin sulfate, and polymyxin b sulfate",Triple Antibiotic,OINTMENT
11673-893,Clotrimazole 1%,Target Jock Itch,CREAM
11673-895,diphenhydramine hydrochloride and zinc acetate,Anti-itch,CREAM
11673-898,Esomeprazole,up and up esomeprazole magnesium,"CAPSULE, DELAYED RELEASE"
11673-900,loperamide HCl,Up and Up anti diarrheal,SUSPENSION
11673-902,Antacid Tablets,up and up extra strength antacid 750 Assorted Berry,"TABLET, CHEWABLE"
11673-907,Bismuth subsalicylate,ULTRA STRENGHT PINK BISMUTH,SUSPENSION
11673-909,naproxen sodium,up and up naproxen sodium,"TABLET, FILM COATED"
11673-910,Clotrimazole,UpandUp Clotrimazole,CREAM
11673-915,Omeprazole,up and up omeprazole,"TABLET, DELAYED RELEASE"
11673-918,Diphenhydramine HCl,childrens allergy relief dye-free,SOLUTION
11673-919,Minoxidil,up and up hair regrowth treatment for women,SOLUTION
11673-921,"Daytime - Acetaminophen, Dextromethrophan HBr Nighttime - Acetaminophen, Dextromethrophan HBr, Doxylamine succinate",Daytime and Nighttime Cherry Cold and Flu,KIT
11673-924,"Acetaminophen, Ibuprofen",Dual Action Pain Relief,TABLET
11673-928,Acetaminophen,8HR Pain Relief,"TABLET, EXTENDED RELEASE"
11673-930,SALICYLIC ACID,Up and Up Blemish Controlling Apricot Scrub,EMULSION
11673-933,Antacid,ultra strength antacid,"TABLET, CHEWABLE"
11673-934,"Avobenzone, Octinoxate, Octisalate",Up and Up Illuminating Daily Moisturizer with Sunscreen Broad Spectrum SPF 15,LOTION
11673-936,SALICYLIC ACID,Up and Up Deep Clean Toner,LIQUID
11673-938,"Avobenzone, Homosalate, Octocrylene",Target Up and Up Reef Conscious Formula SPF 50 Sport Sunscreen,LOTION
11673-939,"Avobenzone, Homosalat, Octisalate, Octocrylene",Target Up and Up Sport SPF 50,SPRAY
11673-941,"Avobenzone, Homosalate, Octisalate, Octocrylene",Target Up and Up Kids SPF 50,SPRAY
11673-948,Omeprazole Magnesium,Omeprazole,"CAPSULE, DELAYED RELEASE"
11673-961,"acetaminophen, dextromethorphan HBr, guaifenesin, phenylephrine HCl",sinus pressure and pain and cough,"TABLET, FILM COATED"
11673-968,Avobenzone Homosalate Octocrylene,Target Up and Up Sunscreen Sport Broad Spectrum SPF 30,LOTION
11673-969,DAYTIME NIGHTTIME COLD AND FLU,DAYTIME- NIGHTTIME COLD AND FLU,KIT
11673-970,"Avobenzone, Homosalate,Octisalate,Octocrylene",Target Up and Up Sunscreen SPF 30 SPORT Broad Spectrum,SPRAY
11673-972,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL",COLD AND FLU DAYTIME SEVERE,"CAPSULE, LIQUID FILLED"
11673-975,DAYTIME COLD AND FLU MULTI SYMPTOM,DAYTIME COLD AND FLU MULTI SYMPTOM,"CAPSULE, LIQUID FILLED"
11673-976,NIGHTIME COLD AND FLU,NIGHTIME COLD AND FLU,"CAPSULE, LIQUID FILLED"
11673-978,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",MAXIMUM STRENGTH COLD AND FLU,"CAPSULE, LIQUID FILLED"
11673-982,Miconazole nitrate,Up and Up Miconazole 3,KIT
11673-983,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE, PHENYLEPHRINE HCL",COLD AND FLU NIGHTTIME SEVERE,"CAPSULE, LIQUID FILLED"
11673-984,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE, PHENYLEPHRINE HCL",COLD AND FLU DAYTIME-NIGHTTIME,KIT
11673-986,LORATADINE,ALLERGY RELIEF,"CAPSULE, LIQUID FILLED"
11673-990,IBUPROFEN,IBUPROFEN CA,"TABLET, COATED"
11673-991,IBUPROFEN,IBUPROFEN,"TABLET, COATED"
11673-992,IBUPROFEN,IBUPROFEN,"CAPSULE, LIQUID FILLED"
11673-993,IBUPROFEN,IBUPROFEN,"TABLET, COATED"
11673-995,SENNOSIDES,MAXIMUM STRENGTH LAXATIVE PILLS,TABLET
11673-996,LORATADINE,Childrens Allergy,"TABLET, CHEWABLE"
11673-997,LORATADINE,CHILDRENS LORATADINE,"TABLET, CHEWABLE"
11701-025,Alcohol,Isagel,GEL
11701-038,Miconazole Nitrate,Micro-Guard (AF),POWDER
11701-045,Miconazole nitrate,Baza Antifungal,CREAM
11701-046,Zinc oxide and Dimethicone,Baza Protect,CREAM
11701-047,Dimethicone,Baza Cleanse and Protect,LOTION
11701-048,Petrolatum,Baza Clear,OINTMENT
11701-050,Zinc oxide,Critic Aid Skin,PASTE
11701-052,Benzethonium chloride,Bedside-Care Foam (Alcohol Free),SHAMPOO
11701-053,Benzethonium chloride,Bedside-Care,SHAMPOO
11701-062,Dimethicone,Baza Cleanse and Protect Odor Control,LOTION
11701-063,DIMETHICONE,Sween 24,CREAM
11701-066,Petrolatum,Critic Aid Clear,OINTMENT
11701-067,Miconazole Nitrate,Critic Aid Clear AF,OINTMENT
11701-082,Zinc Oxide and Dimethicone,Baza Protect,CREAM
11701-083,Petrolatum,Critic-Aid Clear,OINTMENT
11701-172,Chlorhexidine Gluconate 4%,Antiseptic Solution,SOLUTION
11704-101,atropine,ATROPEN Auto-Injector,INJECTION
11704-104,atropine,ATROPEN Auto-Injector,INJECTION
11704-105,atropine,ATROPEN Auto-Injector,INJECTION
11704-106,atropine,ATROPEN Auto-Injector,INJECTION
11704-107,atropine,ATROPEN Auto-Injector,INJECTION
11704-600,diazepam,Diazepam,INJECTION
11704-620,atropine and pralidoxime chloride,DuoDote,KIT
11704-777,atropine and pralidoxime chloride,ATNAA atropine and pralidoxime chloride Auto-Injector,KIT
11712-007,METHAZOLAMIDE,,POWDER
11712-260,ESMOLOL HYDROCHLORIDE,,POWDER
11712-373,Fluorescein,,POWDER
11712-375,FLUORESCEIN,,POWDER
11712-396,FLUVASTATIN SODIUM unmilled,,POWDER
11712-397,FLUVASTATIN SODIUM milled,,POWDER
11712-398,FLUVASTATIN SODIUM HYDRATE milled,,POWDER
11712-399,FLUVASTATIN SODIUM HYDRATE unmilled,,POWDER
11712-530,METHAZOLAMIDE,,POWDER
11712-788,PENTAMIDINE ISETHIONATE,,POWDER
11712-790,PENTAMIDINE ISETHIONATE,,POWDER
11712-815,PYRAZINAMIDE,,POWDER
11712-822,Rilpivirine,,POWDER
11712-823,Rilpivirine Free Base,,POWDER
11712-824,Rilpivirine Free Base,,POWDER
11712-829,Tafamidis meglumine,,POWDER
11712-830,Succinylcholine Chloride,,POWDER
11712-832,Succinylcholine Chloride,,POWDER
11712-895,Tofacitinib Citrate,,POWDER
11716-0364,carboxymethylcellulose sodium,Equate Lubricant Eye Drops,SOLUTION/ DROPS
11716-0365,"carboxymethylcellulose sodium, glycerin",Equate Lubricant Eye Drops,SOLUTION/ DROPS
11716-0367,"Light mineral oil, White Petrolatum",Equate Nighttime Relief Lubricant,OINTMENT
11716-0750,Sodium Chloride,Sodium Chloride Ophthalmic 5 Percent Hypertonicity Eye,OINTMENT
11716-0771,Carboxymethylcellulose Sodium,Up and Up Dry Eye Relief Lubricant Eye Drops,SOLUTION/ DROPS
11716-7540,"Light Mineral Oil, White Petrolatum",LubriFresh PM,OINTMENT
11722-019,NILOTINIB HYDROCHLORIDE ANHYDROUS,,POWDER
11722-021,Silver Sulfadiazine,,POWDER
11722-023,o-desvenlafaxine succinate,,POWDER
11722-040,Deferasirox,,POWDER
11722-042,Azithromycin Dihydrate,,POWDER
11722-051,Eltrombopag Olamine,,POWDER
11722-052,Imatinib Mesylate,,POWDER
11722-053,Omeprazole,,POWDER
11722-054,Anidulafungin,,POWDER
11722-055,Armodafinil,,POWDER
11722-056,Rotigotine,,POWDER
11722-057,Eszopiclone,,POWDER
11722-058,Macitentan,,POWDER
11722-059,Carfilzomib,,POWDER
11722-060,Hydrochlorothiazide,,POWDER
11722-061,Febuxostat,,POWDER
11722-062,APREMILAST,,POWDER
11722-063,Fluvoxamine Maleate,,POWDER
11722-064,Etodolac Micronized,,POWDER
11722-066,Crisaborole,,POWDER
11722-067,Diroximel Fumarate,,POWDER
11722-068,Sugammadex Sodium,,POWDER
11722-069,Dasatinib Monohydrate,,POWDER
11722-070,Nilotinib Fumarate,,POWDER
11722-071,Eltrombopag Choline,,POWDER
11722-074,Elagolix Sodium,,POWDER
11722-075,NILOTINIB TARTRATE,,POWDER
11722-076,Timolol Maleate,,POWDER
11722-077,Risedronate Sodium,,POWDER
11722-078,Saxagliptin,,POWDER
11722-079,Neratinib Maleate,,POWDER
11722-081,Tafamidis,,POWDER
11722-082,Tafamidis Meglumine,,POWDER
11722-083,Zavegepant,,POWDER
11722-084,Betamethasone Acetate,,POWDER
11722-085,Brexpiprazole,,POWDER
11737-100,Ibuprofen,,POWDER
11737-200,Calcium Carbonate,,POWDER
11737-300,Pyridoxine Hydrochloride,,POWDER
11737-400,Ferrous Fumarate,,POWDER
11737-500,Calcium Carbonate,,POWDER
11737-600,Calcium Carbonate,,POWDER
11748-010,OXYGEN,OXYGEN,GAS
11770-1000,SIMETHICONE,,LIQUID
11770-1245,Simethicone,,LIQUID
11770-1587,SIMETHICONE,,LIQUID
11770-2120,DIMETHICONE,,LIQUID
11770-2121,DIMETHICONE,,LIQUID
11770-2122,DIMETHICONE,,LIQUID
11770-2123,DIMETHICONE,,LIQUID
11770-2124,DIMETHICONE,,LIQUID
11770-2125,DIMETHICONE,,LIQUID
11770-3001,SIMETHICONE,,LIQUID
11770-3002,SIMETHICONE,,LIQUID
11770-3243,Simethicone,,LIQUID
11788-008,Ibuprofen,Ibuprofen,"TABLET, FILM COATED"
11788-009,Ibuprofen,Ibuprofen,"TABLET, FILM COATED"
11788-010,Ibuprofen,Ibuprofen,"TABLET, FILM COATED"
11788-011,Methimazole,Methimazole,TABLET
11788-012,Methimazole,Methimazole,TABLET
11788-021,Calcium Carbonate,D-Cal Kids,"TABLET, CHEWABLE"
11788-037,Metformin Hydrochloride Extended-Release Tablets,Metformin Hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE"
11788-038,Metformin Hydrochloride Extended-Release Tablets,Metformin Hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE"
11788-046,Meloxicam,MELOXICAM,TABLET
11788-047,Meloxicam,MELOXICAM,TABLET
11788-051,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE,TABLET
11788-052,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE,TABLET
11788-053,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE,TABLET
11788-054,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE,TABLET
11788-057,Buspirone hydrochloride,Buspirone hydrochloride,TABLET
11788-058,Buspirone hydrochloride,Buspirone hydrochloride,TABLET
11788-059,Buspirone hydrochloride,Buspirone hydrochloride,TABLET
11788-060,Buspirone hydrochloride,Buspirone hydrochloride,TABLET
11788-061,Buspirone hydrochloride,Buspirone hydrochloride,TABLET
11788-071,Haloperidol,Haloperidol,TABLET
11788-072,Haloperidol,Haloperidol,TABLET
11788-073,Haloperidol,Haloperidol,TABLET
11788-074,Haloperidol,Haloperidol,TABLET
11788-075,Haloperidol,Haloperidol,TABLET
11788-076,Haloperidol,Haloperidol,TABLET
11788-077,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,TABLET
11788-078,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,TABLET
11788-079,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,TABLET
11788-080,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,TABLET
11788-081,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,TABLET
11788-082,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,TABLET
11788-098,Meloxicam,MELOXICAM,TABLET
11788-099,Meloxicam,MELOXICAM,TABLET
11788-100,Losartan Potassium,Losartan Potassium,TABLET
11788-101,Losartan Potassium,Losartan Potassium,TABLET
11788-102,Losartan Potassium,Losartan Potassium,TABLET
11788-112,Celecoxib,Celecoxib,CAPSULE
11788-113,Celecoxib,Celecoxib,CAPSULE
11788-114,Celecoxib,Celecoxib,CAPSULE
11788-115,Celecoxib,Celecoxib,CAPSULE
11788-116,SEVELAMER CARBONATE,SEVELAMER CARBONATE,TABLET
11788-128,Azithromycin,Azithromycin,"POWDER, FOR SUSPENSION"
11788-129,Azithromycin,Azithromycin,"POWDER, FOR SUSPENSION"
11788-130,Rosuvastatin,Rosuvastatin,"TABLET, COATED"
11788-131,Rosuvastatin,Rosuvastatin,"TABLET, COATED"
11788-132,Rosuvastatin,Rosuvastatin,"TABLET, COATED"
11788-133,Rosuvastatin,Rosuvastatin,"TABLET, COATED"
11788-134,DOXYCYCLINE,DOXYCYCLINE,CAPSULE
11788-135,Captopril,Captopril,TABLET
11788-136,Captopril,Captopril,TABLET
11788-137,Captopril,Captopril,TABLET
11788-138,Captopril,Captopril,TABLET
11788-157,Ticagrelor,Ticagrelor,TABLET
11788-158,Ticagrelor,Ticagrelor,TABLET
11797-110,givinostat,DUVYZAT,SUSPENSION
11797-154,fondaparinux sodium,fondaparinux sodium,"INJECTION, SOLUTION"
11797-155,fondaparinux sodium,fondaparinux sodium,"INJECTION, SOLUTION"
11797-156,fondaparinux sodium,fondaparinux sodium,"INJECTION, SOLUTION"
11797-157,fondaparinux sodium,fondaparinux sodium,"INJECTION, SOLUTION"
11797-757,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-758,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-759,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-760,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-761,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-762,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-763,Enoxaparin Sodium,Enoxaparin Sodium,"INJECTION, SOLUTION"
11797-764,glatiramer acetate,GLATIRAMER ACETATE,"INJECTION, SOLUTION"
11797-765,glatiramer acetate,GLATIRAMER ACETATE,"INJECTION, SOLUTION"
11822-0005,"cocoa butter, phenylephrine HCl",hemorrhoidal relief,SUPPOSITORY
11822-0006,"mineral oil, petrolatum, phenylephrine HCl",Hemorrhoidal,OINTMENT
11822-0009,Nicotine Polacrilex,nicotine,LOZENGE
11822-0011,lubricant eye drops,artificial tears,SOLUTION/ DROPS
11822-0019,Lansoprazole,Lansoprazole,"CAPSULE, DELAYED RELEASE"
11822-0021,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,"TABLET, EXTENDED RELEASE"
11822-0023,Ethyl Alcohol,Advanced Hand Sanitizer,GEL
11822-0024,esomeprazole,esomeprazole magnesium,"CAPSULE, DELAYED RELEASE"
